05:19:40.552 | Info | '/transaction/getpermissions' | 
10:39:02.033 | Info | '/transaction/getuserpermissions' | 
10:39:02.035 | Info | '/transaction/getchannel' | 
10:39:02.040 | Info | '/transaction/getuserpermissions' | 
10:39:02.042 | Info | '/transaction/getchannel' | 
10:39:44.358 | Info | '/transaction/getuserpermissions' | 
10:39:44.360 | Info | '/transaction/getchannel' | 
10:39:44.365 | Info | '/transaction/getuserpermissions' | 
10:39:44.367 | Info | '/transaction/getchannel' | 
10:40:22.834 | Info | '/transaction/getchannel' | 
10:40:22.837 | Info | '/transaction/getchannel' | 
10:40:46.116 | Info | '/transaction/getuserpermissions' | 
10:40:46.123 | Info | '/transaction/getuserpermissions' | 
10:40:46.132 | Info | '/transaction/getchannel' | 
10:40:46.146 | Info | '/transaction/getchannel' | 
10:41:52.031 | Info | '/transaction/getpermissions' | 
10:41:52.034 | Info | '/transaction/getpermissions' | 
10:42:21.568 | Info | '/transaction/getchannel' | 
10:42:21.573 | Info | '/transaction/getchannel' | 
10:43:03.299 | Info | '/transaction/getuserpermissions' | 
10:43:03.301 | Info | '/transaction/getchannel' | 
10:43:03.305 | Info | '/transaction/getuserpermissions' | 
10:43:03.310 | Info | '/transaction/getchannel' | 
10:43:40.174 | Info | '/transaction/getuserpermissions' | 
10:43:40.178 | Info | '/transaction/getchannel' | 
10:43:40.180 | Info | '/transaction/getuserpermissions' | 
10:43:40.187 | Info | '/transaction/getchannel' | 
10:44:22.735 | Info | '/transaction/getchannel' | 
10:44:22.738 | Info | '/transaction/getchannel' | 
10:44:52.246 | Info | '/transaction/getuserpermissions' | 
10:44:52.247 | Info | '/transaction/getchannel' | 
10:44:52.254 | Info | '/transaction/getuserpermissions' | 
10:44:52.256 | Info | '/transaction/getchannel' | 
10:45:52.741 | Info | '/transaction/getchannel' | 
10:45:52.744 | Info | '/transaction/getchannel' | 
10:46:04.871 | Info | '/transaction/getuserpermissions' | 
10:46:04.873 | Info | '/transaction/getchannel' | 
10:46:04.879 | Info | '/transaction/getuserpermissions' | 
10:46:04.881 | Info | '/transaction/getchannel' | 
10:46:26.238 | Info | '/transaction/getuserpermissions' | 
10:46:26.241 | Info | '/transaction/getchannel' | 
10:46:26.245 | Info | '/transaction/getuserpermissions' | 
10:46:26.249 | Info | '/transaction/getchannel' | 
10:46:41.948 | Info | '/transaction/getuserpermissions' | 
10:46:41.954 | Info | '/transaction/getchannel' | 
10:46:41.957 | Info | '/transaction/getuserpermissions' | 
10:46:41.961 | Info | '/transaction/getchannel' | 
10:47:02.457 | Info | '/transaction/getuserpermissions' | 
10:47:02.460 | Info | '/transaction/getchannel' | 
10:47:02.465 | Info | '/transaction/getuserpermissions' | 
10:47:02.467 | Info | '/transaction/getchannel' | 
10:47:52.720 | Info | '/transaction/getchannel' | 
10:47:52.724 | Info | '/transaction/getchannel' | 
10:47:55.463 | Info | '/transaction/getchannel' | 
10:47:55.465 | Info | '/transaction/getuserpermissions' | 
10:47:55.470 | Info | '/transaction/getchannel' | 
10:47:55.472 | Info | '/transaction/getuserpermissions' | 
10:48:44.164 | Info | '/transaction/getuserpermissions' | 
10:48:44.169 | Info | '/transaction/getuserpermissions' | 
10:48:46.240 | Info | '/transaction/getcenters' | 
10:48:46.243 | Info | '/transaction/getcenters' | 
10:51:46.874 | Info | '/transaction/getuserpermissions' | 
10:51:46.878 | Info | '/transaction/getuserpermissions' | 
10:54:37.810 | Info | '/transaction/getchannel' | 
10:54:37.814 | Info | '/transaction/getchannel' | 
10:54:38.550 | Info | '/transaction/getchannel' | 
10:54:38.554 | Info | '/transaction/getchannel' | 
10:54:57.892 | Info | '/transaction/getchannel' | 
10:54:57.895 | Info | '/transaction/getchannel' | 
10:56:30.855 | Info | '/transaction/getuserpermissions' | 
10:56:30.858 | Info | '/transaction/getchannel' | 
10:56:30.869 | Info | '/transaction/getuserpermissions' | 
10:56:30.873 | Info | '/transaction/getchannel' | 
10:56:36.661 | Info | '/transaction/getpermissions' | 
10:56:36.666 | Info | '/transaction/getpermissions' | 
10:56:37.727 | Info | '/transaction/getcenters' | 
10:56:37.730 | Info | '/transaction/getcenters' | 
10:56:38.900 | Info | '/transaction/getchannel' | 
10:56:38.903 | Info | '/transaction/getchannel' | 
10:56:41.419 | Info | '/transaction/getchannel' | 
10:56:41.423 | Info | '/transaction/getchannel' | 
10:59:16.140 | Info | '/transaction/getuserpermissions' | 
10:59:16.142 | Info | '/transaction/getchannel' | 
10:59:16.149 | Info | '/transaction/getuserpermissions' | 
10:59:16.151 | Info | '/transaction/getchannel' | 
11:02:38.642 | Info | '/transaction/getuserpermissions' | 
11:02:38.646 | Info | '/transaction/getchannel' | 
11:02:38.651 | Info | '/transaction/getuserpermissions' | 
11:02:38.652 | Info | '/transaction/getchannel' | 
11:03:22.285 | Info | '/transaction/getchannel' | 
11:03:22.295 | Info | '/transaction/getchannel' | 
11:03:22.439 | Info | '/transaction/getchannel' | 
11:03:22.442 | Info | '/transaction/getchannel' | 
11:06:46.362 | Info | '/transaction/getuserpermissions' | 
11:06:46.369 | Info | '/transaction/getchannel' | 
11:06:46.371 | Info | '/transaction/getcenters' | 
11:06:46.378 | Info | '/transaction/getuserpermissions' | 
11:06:46.381 | Info | '/transaction/getchannel' | 
11:06:46.385 | Info | '/transaction/getcenters' | 
11:08:20.297 | Info | '/transaction/getuserpermissions' | 
11:08:20.302 | Info | '/transaction/getcenters' | 
11:08:20.306 | Info | '/transaction/getchannel' | 
11:08:20.325 | Info | '/transaction/getchannel' | 
11:08:20.332 | Info | '/transaction/getuserpermissions' | 
11:08:20.334 | Info | '/transaction/getcenters' | 
11:18:00.116 | Info | '/transaction/getuserpermissions' | 
11:18:00.117 | Info | '/transaction/getchannel' | 
11:18:00.119 | Info | '/transaction/getcenters' | 
11:18:00.125 | Info | '/transaction/getuserpermissions' | 
11:18:00.129 | Info | '/transaction/getchannel' | 
11:18:00.134 | Info | '/transaction/getcenters' | 
11:18:31.192 | Info | '/transaction/getuserpermissions' | 
11:18:31.194 | Info | '/transaction/getchannel' | 
11:18:31.196 | Info | '/transaction/getcenters' | 
11:18:31.210 | Info | '/transaction/getuserpermissions' | 
11:18:31.212 | Info | '/transaction/getchannel' | 
11:18:31.214 | Info | '/transaction/getcenters' | 
11:34:21.752 | Info | '/transaction/getuserpermissions' | 
11:34:21.754 | Info | '/transaction/getchannel' | 
11:34:21.756 | Info | '/transaction/getcenters' | 
11:34:21.767 | Info | '/transaction/getuserpermissions' | 
11:34:21.770 | Info | '/transaction/getchannel' | 
11:34:21.772 | Info | '/transaction/getcenters' | 
11:35:02.375 | Info | '/transaction/getuserpermissions' | 
11:35:02.382 | Info | '/transaction/getchannel' | 
11:35:02.384 | Info | '/transaction/getcenters' | 
11:35:02.386 | Info | '/transaction/getuserpermissions' | 
11:35:02.392 | Info | '/transaction/getchannel' | 
11:35:02.394 | Info | '/transaction/getcenters' | 
11:35:24.783 | Info | '/transaction/getuserpermissions' | 
11:35:24.789 | Info | '/transaction/getchannel' | 
11:35:24.791 | Info | '/transaction/getcenters' | 
11:35:24.794 | Info | '/transaction/getuserpermissions' | 
11:35:24.800 | Info | '/transaction/getchannel' | 
11:35:24.803 | Info | '/transaction/getcenters' | 
11:35:34.432 | Info | '/transaction/getuserpermissions' | 
11:35:34.434 | Info | '/transaction/getchannel' | 
11:35:34.437 | Info | '/transaction/getcenters' | 
11:35:34.441 | Info | '/transaction/getuserpermissions' | 
11:35:34.443 | Info | '/transaction/getchannel' | 
11:35:34.448 | Info | '/transaction/getcenters' | 
11:36:50.237 | Info | '/transaction/getuserpermissions' | 
11:36:51.203 | Info | '/transaction/getcenters' | 
11:36:51.211 | Info | '/transaction/getchannel' | 
11:36:51.497 | Info | '/transaction/getuserroles' | 
11:36:51.570 | Info | '/transaction/getuserpermissions' | 
11:36:51.578 | Info | '/transaction/getcenters' | 
11:36:51.580 | Info | '/transaction/getchannel' | 
11:36:51.583 | Info | '/transaction/getuserroles' | 
11:37:28.426 | Info | '/transaction/getuserpermissions' | 
11:37:28.430 | Info | '/transaction/getchannel' | 
11:37:28.437 | Info | '/transaction/getuserroles' | 
11:37:28.435 | Info | '/transaction/getcenters' | 
11:37:28.443 | Info | '/transaction/getuserpermissions' | 
11:37:28.453 | Info | '/transaction/getcenters' | 
11:37:28.449 | Info | '/transaction/getchannel' | 
11:37:28.457 | Info | '/transaction/getuserroles' | 
11:39:54.848 | Info | '/transaction/getuserpermissions' | 
11:39:54.850 | Info | '/transaction/getchannel' | 
11:39:54.852 | Info | '/transaction/getcenters' | 
11:39:54.855 | Info | '/transaction/getuserroles' | 
11:39:54.865 | Info | '/transaction/getchannel' | 
11:39:54.862 | Info | '/transaction/getuserpermissions' | 
11:39:54.870 | Info | '/transaction/getuserroles' | 
11:39:54.868 | Info | '/transaction/getcenters' | 
11:39:56.507 | Info | '/transaction/getcenters' | 
11:39:56.510 | Info | '/transaction/getcenters' | 
11:39:57.164 | Info | '/transaction/getarea' | 
11:39:57.196 | Info | '/transaction/getarea' | 
11:39:57.647 | Info | '/transaction/getchannel' | 
11:39:57.651 | Info | '/transaction/getchannel' | 
11:39:58.162 | Info | '/transaction/getpermissions' | 
11:39:58.167 | Info | '/transaction/getpermissions' | 
11:40:01.827 | Info | '/transaction/getcenters' | 
11:40:01.831 | Info | '/transaction/getcenters' | 
11:40:02.325 | Info | '/transaction/getcenters' | 
11:40:02.335 | Info | '/transaction/getcenters' | 
11:40:02.337 | Info | '/transaction/getchannel' | 
11:40:02.339 | Info | '/transaction/getuserroles' | 
11:40:02.348 | Info | '/transaction/getchannel' | 
11:40:02.351 | Info | '/transaction/getuserroles' | 
11:53:54.600 | Info | '/transaction/getuserpermissions' | 
11:53:54.605 | Info | '/transaction/getuserpermissions' | 
11:53:58.532 | Info | '/transaction/getchannel' | 
11:53:58.537 | Info | '/transaction/getcenters' | 
11:53:58.539 | Info | '/transaction/getuserroles' | 
11:53:58.541 | Info | '/transaction/getchannel' | 
11:53:58.545 | Info | '/transaction/getcenters' | 
11:53:58.550 | Info | '/transaction/getuserroles' | 
11:53:58.552 | Info | '/transaction/getchannel' | 
11:53:58.557 | Info | '/transaction/getchannel' | 
11:54:17.287 | Info | '/transaction/getuserpermissions' | 
11:54:17.289 | Info | '/transaction/getchannel' | 
11:54:17.296 | Info | '/transaction/getcenters' | 
11:54:17.298 | Info | '/transaction/getuserroles' | 
11:54:17.300 | Info | '/transaction/getchannel' | 
11:54:17.302 | Info | '/transaction/getuserpermissions' | 
11:54:17.310 | Info | '/transaction/getcenters' | 
11:54:17.317 | Info | '/transaction/getuserroles' | 
11:54:17.320 | Info | '/transaction/getchannel' | 
11:54:17.325 | Info | '/transaction/getchannel' | 
11:57:57.710 | Info | '/api/user/login' | 
11:57:57.823 | Info | '/transaction/getuserpermissions' | 
11:57:57.826 | Info | '/transaction/getuserpermissions' | 
11:58:01.125 | Info | '/transaction/getchannel' | 
11:58:01.129 | Info | '/transaction/getcenters' | 
11:58:01.132 | Info | '/transaction/getuserroles' | 
11:58:01.135 | Info | '/transaction/getchannel' | 
11:58:01.138 | Info | '/transaction/getcenters' | 
11:58:01.144 | Info | '/transaction/getuserroles' | 
11:58:01.147 | Info | '/transaction/getchannel' | 
11:58:01.152 | Info | '/transaction/getchannel' | 
11:58:49.774 | Info | '/transaction/getchannel' | 
11:58:49.777 | Info | '/transaction/getcenters' | 
11:58:49.782 | Info | '/transaction/getchannel' | 
11:58:49.791 | Info | '/transaction/getuserroles' | 
11:58:49.799 | Info | '/transaction/getchannel' | 
11:58:49.801 | Info | '/transaction/getcenters' | 
11:58:49.803 | Info | '/transaction/getuserroles' | 
11:58:49.815 | Info | '/transaction/getchannel' | 
12:00:05.640 | Info | '/transaction/getuserpermissions' | 
12:00:05.641 | Info | '/transaction/getchannel' | 
12:00:05.643 | Info | '/transaction/getcenters' | 
12:00:05.655 | Info | '/transaction/getuserroles' | 
12:00:05.659 | Info | '/transaction/getuserpermissions' | 
12:00:05.660 | Info | '/transaction/getchannel' | 
12:00:05.663 | Info | '/transaction/getcenters' | 
12:00:05.673 | Info | '/transaction/getuserroles' | 
12:00:46.445 | Info | '/transaction/getuserpermissions' | 
12:00:46.687 | Info | '/transaction/getchannel' | 
12:00:46.724 | Info | '/transaction/getcenters' | 
12:00:46.729 | Info | '/transaction/getuserroles' | 
12:00:46.736 | Info | '/transaction/getusers' | 
12:00:46.792 | Info | '/transaction/getuserpermissions' | 
12:00:46.802 | Info | '/transaction/getchannel' | 
12:00:46.800 | Info | '/transaction/getuserroles' | 
12:00:46.804 | Info | '/transaction/getcenters' | 
12:00:46.808 | Info | '/transaction/getusers' | 
12:01:42.508 | Info | '/transaction/getuserpermissions' | 
12:01:42.516 | Info | '/transaction/getchannel' | 
12:01:42.520 | Info | '/transaction/getuserpermissions' | 
12:01:42.527 | Info | '/transaction/getcenters' | 
12:01:42.531 | Info | '/transaction/getuserroles' | 
12:01:42.534 | Info | '/transaction/getchannel' | 
12:01:42.537 | Info | '/transaction/getusers' | 
12:01:42.541 | Info | '/transaction/getcenters' | 
12:01:42.544 | Info | '/transaction/getuserroles' | 
12:01:42.550 | Info | '/transaction/getusers' | 
12:02:13.660 | Info | '/transaction/getuserpermissions' | 
12:02:13.662 | Info | '/transaction/getchannel' | 
12:02:13.665 | Info | '/transaction/getcenters' | 
12:02:13.667 | Info | '/transaction/getuserroles' | 
12:02:13.670 | Info | '/transaction/getusers' | 
12:02:13.688 | Info | '/transaction/getchannel' | 
12:02:13.691 | Info | '/transaction/getuserpermissions' | 
12:02:13.695 | Info | '/transaction/getuserroles' | 
12:02:13.697 | Info | '/transaction/getusers' | 
12:02:13.700 | Info | '/transaction/getcenters' | 
12:02:29.752 | Info | '/transaction/getuserpermissions' | 
12:02:29.775 | Info | '/transaction/getchannel' | 
12:02:29.780 | Info | '/transaction/getuserroles' | 
12:02:29.782 | Info | '/transaction/getuserpermissions' | 
12:02:29.778 | Info | '/transaction/getcenters' | 
12:02:29.787 | Info | '/transaction/getusers' | 
12:02:29.795 | Info | '/transaction/getchannel' | 
12:02:29.798 | Info | '/transaction/getcenters' | 
12:02:29.801 | Info | '/transaction/getuserroles' | 
12:02:29.804 | Info | '/transaction/getusers' | 
12:03:08.064 | Info | '/transaction/getpermissions' | 
12:03:08.078 | Info | '/transaction/getpermissions' | 
12:03:08.437 | Info | '/transaction/getcenters' | 
12:03:08.441 | Info | '/transaction/getcenters' | 
12:03:08.767 | Info | '/transaction/getarea' | 
12:03:08.781 | Info | '/transaction/getarea' | 
12:03:09.137 | Info | '/transaction/getchannel' | 
12:03:09.142 | Info | '/transaction/getchannel' | 
12:03:09.483 | Info | '/transaction/getcenters' | 
12:03:09.487 | Info | '/transaction/getcenters' | 
12:03:09.841 | Info | '/transaction/getpermissions' | 
12:03:09.846 | Info | '/transaction/getpermissions' | 
12:03:10.270 | Info | '/transaction/getchannel' | 
12:03:10.273 | Info | '/transaction/getcenters' | 
12:03:10.281 | Info | '/transaction/getuserroles' | 
12:03:10.284 | Info | '/transaction/getchannel' | 
12:03:10.286 | Info | '/transaction/getusers' | 
12:03:10.288 | Info | '/transaction/getcenters' | 
