05:48:21.386 | Info | '/transaction/getuserpermissions' | 
14:10:28.908 | Info | '/dashboard' | 
14:10:45.854 | Info | '/transaction/getuserpermissions' | 
14:10:45.857 | Info | '/dashboard' | 
14:10:45.861 | Info | '/transaction/getuserpermissions' | 
14:10:45.868 | Info | '/dashboard' | 
14:10:56.440 | Info | '/transaction/getuserpermissions' | 
14:10:56.442 | Info | '/dashboard' | 
14:10:56.449 | Info | '/transaction/getuserpermissions' | 
14:10:56.453 | Info | '/dashboard' | 
14:11:05.888 | Info | '/transaction/getarea' | 
14:11:05.890 | Info | '/transaction/getdonationtypes' | 
14:11:05.892 | Info | '/transaction/getdonationmethods' | 
14:11:05.899 | Info | '/transaction/getarea' | 
14:11:05.901 | Info | '/transaction/getdonationtypes' | 
14:11:05.913 | Info | '/transaction/getdonationmethods' | 
14:11:27.190 | Info | '/transaction/getuserpermissions' | 
14:11:27.206 | Info | '/transaction/getarea' | 
14:11:27.208 | Info | '/transaction/getuserpermissions' | 
14:11:27.211 | Info | '/transaction/getdonationtypes' | 
14:11:27.215 | Info | '/transaction/getdonationmethods' | 
14:11:27.221 | Info | '/transaction/getarea' | 
14:11:27.225 | Info | '/transaction/getdonationtypes' | 
14:11:27.228 | Info | '/transaction/getdonationmethods' | 
14:11:27.777 | Info | '/dashboard' | 
14:11:27.783 | Info | '/dashboard' | 
14:11:57.015 | Info | '/transaction/getarea' | 
14:11:57.019 | Info | '/transaction/getdonationtypes' | 
14:11:57.022 | Info | '/transaction/getdonationmethods' | 
14:11:57.024 | Info | '/transaction/getarea' | 
14:11:57.032 | Info | '/transaction/getdonationtypes' | 
14:11:57.040 | Info | '/transaction/getdonationmethods' | 
14:11:58.845 | Info | '/dashboard' | 
14:11:58.852 | Info | '/dashboard' | 
14:12:09.285 | Info | '/transaction/getarea' | 
14:12:09.287 | Info | '/transaction/getdonationtypes' | 
14:12:09.289 | Info | '/transaction/getdonationmethods' | 
14:12:09.294 | Info | '/transaction/getarea' | 
14:12:09.299 | Info | '/transaction/getdonationtypes' | 
14:12:09.303 | Info | '/transaction/getdonationmethods' | 
14:12:27.518 | Info | '/dashboard' | 
14:12:27.528 | Info | '/dashboard' | 
14:13:13.273 | Info | '/transaction/getarea' | 
14:13:13.275 | Info | '/transaction/getdonationtypes' | 
14:13:13.276 | Info | '/transaction/getdonationmethods' | 
14:13:13.284 | Info | '/transaction/getarea' | 
14:13:13.288 | Info | '/transaction/getdonationtypes' | 
14:13:13.290 | Info | '/transaction/getdonationmethods' | 
14:13:16.903 | Info | '/dashboard' | 
14:13:16.910 | Info | '/dashboard' | 
14:13:20.186 | Info | '/transaction/getchannel' | 
14:13:20.193 | Info | '/transaction/getcenters' | 
14:13:20.201 | Info | '/transaction/getuserroles' | 
14:13:20.207 | Info | '/transaction/getusers' | 
14:13:20.234 | Info | '/transaction/getcenters' | 
14:13:20.241 | Info | '/transaction/getchannel' | 
14:13:20.246 | Info | '/transaction/getuserroles' | 
14:13:20.248 | Info | '/transaction/getusers' | 
14:13:20.471 | Info | '/transaction/getuserroles' | 
14:13:20.474 | Info | '/transaction/getpermissions' | 
14:13:20.480 | Info | '/transaction/getuserroles' | 
14:13:20.491 | Info | '/transaction/getpermissions' | 
14:13:20.758 | Info | '/transaction/getcenters' | 
14:13:20.762 | Info | '/transaction/getcenters' | 
14:13:21.068 | Info | '/transaction/getchannel' | 
14:13:21.079 | Info | '/transaction/getchannel' | 
14:13:21.367 | Info | '/transaction/getarea' | 
14:13:21.372 | Info | '/transaction/getarea' | 
14:13:21.689 | Info | '/transaction/getdonationtypes' | 
14:13:21.693 | Info | '/transaction/getdonationtypes' | 
14:13:23.460 | Info | '/transaction/getarea' | 
14:13:23.463 | Info | '/transaction/getdonationpurpose' | 
14:13:23.468 | Info | '/transaction/getarea' | 
14:13:23.476 | Info | '/transaction/getdonationpurpose' | 
14:13:23.720 | Info | '/transaction/getdonationmethods' | 
14:13:23.724 | Info | '/transaction/getdonationmethods' | 
14:13:24.055 | Info | '/transaction/getdonationtypes' | 
14:13:24.058 | Info | '/transaction/getdonationtypes' | 
14:13:24.332 | Info | '/transaction/getchannel' | 
14:13:24.336 | Info | '/transaction/getchannel' | 
14:13:24.615 | Info | '/transaction/getcenters' | 
14:13:24.619 | Info | '/transaction/getcenters' | 
14:13:24.882 | Info | '/transaction/getpermissions' | 
14:13:24.883 | Info | '/transaction/getuserroles' | 
14:13:24.888 | Info | '/transaction/getpermissions' | 
14:13:24.891 | Info | '/transaction/getuserroles' | 
14:13:26.826 | Info | '/dashboard' | 
14:13:26.835 | Info | '/dashboard' | 
14:13:44.110 | Info | '/transaction/getuserpermissions' | 
14:13:44.112 | Info | '/dashboard' | 
14:13:44.116 | Info | '/transaction/getuserpermissions' | 
14:13:44.125 | Info | '/dashboard' | 
14:14:26.776 | Info | '/transaction/getarea' | 
14:14:26.780 | Info | '/transaction/getdonationtypes' | 
14:14:26.781 | Info | '/transaction/getdonationmethods' | 
14:14:26.783 | Info | '/transaction/getarea' | 
14:14:26.787 | Info | '/transaction/getdonationtypes' | 
14:14:26.794 | Info | '/transaction/getdonationmethods' | 
14:19:22.231 | Info | '/transaction/getuserpermissions' | 
14:19:22.238 | Info | '/transaction/getarea' | 
14:19:22.240 | Info | '/transaction/getdonationtypes' | 
14:19:22.241 | Info | '/transaction/getdonationmethods' | 
14:19:22.243 | Info | '/transaction/getuserpermissions' | 
14:19:22.251 | Info | '/transaction/getarea' | 
14:19:22.253 | Info | '/transaction/getdonationtypes' | 
14:19:22.256 | Info | '/transaction/getdonationmethods' | 
14:19:35.951 | Info | '/transaction/getuserpermissions' | 
14:19:35.953 | Info | '/transaction/getarea' | 
14:19:35.956 | Info | '/transaction/getdonationtypes' | 
14:19:35.960 | Info | '/transaction/getdonationmethods' | 
14:19:35.967 | Info | '/transaction/getuserpermissions' | 
14:19:35.968 | Info | '/transaction/getarea' | 
14:19:35.972 | Info | '/transaction/getdonationtypes' | 
14:19:35.975 | Info | '/transaction/getdonationmethods' | 
14:20:11.772 | Info | '/transaction/getdonationpurpose' | 
14:20:12.505 | Info | '/transaction/getdonationpurpose' | 
14:20:32.996 | Info | '/transaction/getdonationpurpose' | 
14:20:33.668 | Info | '/transaction/getdonationpurpose' | 
14:20:38.882 | Info | '/dashboard' | 
14:20:38.888 | Info | '/dashboard' | 
14:20:50.862 | Info | '/transaction/getdonationpurpose' | 
14:20:50.863 | Info | '/transaction/getarea' | 
14:20:50.867 | Info | '/transaction/getdonationpurpose' | 
14:20:50.873 | Info | '/transaction/getarea' | 
14:20:53.757 | Info | '/transaction/getdonationmethods' | 
14:20:53.760 | Info | '/transaction/getdonationmethods' | 
14:20:54.217 | Info | '/transaction/getdonationtypes' | 
14:20:54.220 | Info | '/transaction/getdonationtypes' | 
14:20:54.598 | Info | '/transaction/getarea' | 
14:20:54.603 | Info | '/transaction/getarea' | 
14:20:54.971 | Info | '/transaction/getchannel' | 
14:20:54.976 | Info | '/transaction/getchannel' | 
14:20:55.284 | Info | '/transaction/getcenters' | 
14:20:55.288 | Info | '/transaction/getcenters' | 
14:20:55.609 | Info | '/transaction/getpermissions' | 
14:20:55.610 | Info | '/transaction/getuserroles' | 
14:20:55.615 | Info | '/transaction/getpermissions' | 
14:20:55.618 | Info | '/transaction/getuserroles' | 
14:20:55.972 | Info | '/transaction/getchannel' | 
14:20:55.974 | Info | '/transaction/getcenters' | 
14:20:55.976 | Info | '/transaction/getuserroles' | 
14:20:55.982 | Info | '/transaction/getchannel' | 
14:20:55.985 | Info | '/transaction/getcenters' | 
14:20:55.987 | Info | '/transaction/getuserroles' | 
14:20:55.988 | Info | '/transaction/getusers' | 
14:20:55.997 | Info | '/transaction/getusers' | 
14:21:02.983 | Info | '/transaction/getarea' | 
14:21:02.985 | Info | '/transaction/getdonationtypes' | 
14:21:02.986 | Info | '/transaction/getdonationmethods' | 
14:21:02.992 | Info | '/transaction/getarea' | 
14:21:02.994 | Info | '/transaction/getdonationtypes' | 
14:21:02.997 | Info | '/transaction/getdonationmethods' | 
14:21:23.004 | Info | '/dashboard' | 
14:21:23.011 | Info | '/dashboard' | 
14:21:25.509 | Info | '/transaction/getarea' | 
14:21:25.511 | Info | '/transaction/getdonationtypes' | 
14:21:25.513 | Info | '/transaction/getdonationmethods' | 
14:21:25.516 | Info | '/transaction/getarea' | 
14:21:25.521 | Info | '/transaction/getdonationtypes' | 
14:21:25.523 | Info | '/transaction/getdonationmethods' | 
14:21:48.575 | Info | '/transaction/getdonationpurpose' | 
14:21:48.983 | Info | '/transaction/getdonationpurpose' | 
14:21:55.045 | Info | '/transaction/newdonation' | 
14:22:45.379 | Info | '/transaction/getuserpermissions' | 
14:22:45.383 | Info | '/transaction/getuserpermissions' | 
14:22:50.597 | Info | '/api/user/login' | 
14:22:50.709 | Info | '/transaction/getuserpermissions' | 
14:22:50.711 | Info | '/dashboard' | 
14:22:50.716 | Info | '/transaction/getuserpermissions' | 
14:22:50.719 | Info | '/dashboard' | 
14:22:59.389 | Info | '/api/user/login' | 
14:22:59.474 | Info | '/transaction/getuserpermissions' | 
14:22:59.477 | Info | '/dashboard' | 
14:22:59.483 | Info | '/transaction/getuserpermissions' | 
14:22:59.485 | Info | '/dashboard' | 
14:30:56.977 | Info | '/transaction/getchannel' | 
14:30:57.195 | Info | '/transaction/getuserroles' | 
14:30:57.199 | Info | '/transaction/getcenters' | 
14:30:57.204 | Info | '/transaction/getusers' | 
14:30:57.254 | Info | '/transaction/getchannel' | 
14:30:57.262 | Info | '/transaction/getuserroles' | 
14:30:57.264 | Info | '/transaction/getcenters' | 
14:30:57.268 | Info | '/transaction/getusers' | 
14:31:00.245 | Info | '/dashboard' | 
14:31:00.265 | Info | '/dashboard' | 
14:31:03.653 | Info | '/transaction/getarea' | 
14:31:03.660 | Info | '/transaction/getdonationtypes' | 
14:31:03.667 | Info | '/transaction/getdonationmethods' | 
14:31:03.683 | Info | '/transaction/getarea' | 
14:31:03.690 | Info | '/transaction/getdonationtypes' | 
14:31:03.692 | Info | '/transaction/getdonationmethods' | 
14:31:15.868 | Info | '/transaction/getdonationpurpose' | 
14:31:16.350 | Info | '/transaction/getdonationpurpose' | 
14:31:16.872 | Info | '/transaction/getdonationpurpose' | 
14:31:17.330 | Info | '/transaction/getdonationpurpose' | 
14:31:30.078 | Info | '/transaction/newdonation' | 
14:33:01.331 | Info | '/transaction/getuserpermissions' | 
14:33:01.643 | Info | '/transaction/getuserpermissions' | 
14:33:05.715 | Info | '/api/user/login' | 
14:33:05.845 | Info | '/transaction/getuserpermissions' | 
14:33:05.854 | Info | '/dashboard' | 
14:33:05.911 | Info | '/transaction/getuserpermissions' | 
14:33:05.930 | Info | '/dashboard' | 
14:33:10.113 | Info | '/transaction/getarea' | 
14:33:10.120 | Info | '/transaction/getdonationtypes' | 
14:33:10.126 | Info | '/transaction/getdonationmethods' | 
14:33:10.147 | Info | '/transaction/getdonationtypes' | 
14:33:10.154 | Info | '/transaction/getdonationmethods' | 
14:33:10.151 | Info | '/transaction/getarea' | 
14:33:16.740 | Info | '/transaction/getdonationpurpose' | 
14:33:17.173 | Info | '/transaction/getdonationpurpose' | 
14:33:23.803 | Info | '/transaction/newdonation' | 
14:34:57.035 | Info | '/dashboard' | 
14:34:57.045 | Info | '/dashboard' | 
14:35:33.126 | Info | '/transaction/getarea' | 
14:35:33.129 | Info | '/transaction/getdonationmethods' | 
14:35:33.128 | Info | '/transaction/getdonationtypes' | 
14:35:33.135 | Info | '/transaction/getarea' | 
14:35:33.139 | Info | '/transaction/getdonationmethods' | 
14:35:33.137 | Info | '/transaction/getdonationtypes' | 
14:35:42.092 | Info | '/dashboard' | 
14:35:42.099 | Info | '/dashboard' | 
14:35:44.535 | Info | '/transaction/getarea' | 
14:35:44.540 | Info | '/transaction/getdonationtypes' | 
14:35:44.542 | Info | '/transaction/getarea' | 
14:35:44.544 | Info | '/transaction/getdonationmethods' | 
14:35:44.549 | Info | '/transaction/getdonationtypes' | 
14:35:44.553 | Info | '/transaction/getdonationmethods' | 
14:35:59.136 | Info | '/transaction/getchannel' | 
14:35:59.143 | Info | '/transaction/getcenters' | 
14:35:59.148 | Info | '/transaction/getuserroles' | 
14:35:59.155 | Info | '/transaction/getusers' | 
14:35:59.165 | Info | '/transaction/getusers' | 
14:35:59.176 | Info | '/transaction/getchannel' | 
14:35:59.178 | Info | '/transaction/getcenters' | 
14:35:59.181 | Info | '/transaction/getuserroles' | 
14:36:00.251 | Info | '/transaction/getuserroles' | 
14:36:00.255 | Info | '/transaction/getpermissions' | 
14:36:00.259 | Info | '/transaction/getuserroles' | 
14:36:00.277 | Info | '/transaction/getpermissions' | 
14:36:01.999 | Info | '/transaction/getcenters' | 
14:36:02.006 | Info | '/transaction/getcenters' | 
14:36:02.490 | Info | '/transaction/getchannel' | 
14:36:02.495 | Info | '/transaction/getchannel' | 
14:36:03.596 | Info | '/transaction/getarea' | 
14:36:03.599 | Info | '/transaction/getarea' | 
14:36:05.633 | Info | '/transaction/getdonationtypes' | 
14:36:05.637 | Info | '/transaction/getdonationtypes' | 
